CID,Activity Type,Qualifier,Value,MolWt,MolLogP,NumHDonors,NumHAcceptors,RingCount,TPSA,NumRotatableBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAliphaticCarbocycles,NumHeteroatoms,FractionCSP3,HallKierAlpha,Kappa3,LabuteASA,BalabanJ,BCUT2D_MWHI,BCUT2D_MWLOW,EState_VSA1,EState_VSA2
44264421,EC50,=,1.64,2348.767999999996,-12.44869999999992,34,33,1,1030.729999999999,80,1,0,0,1,0,0,0,64,0.69,-15.800000000000017,59.19013427494525,954.571721088219,3.484297309938289,32.16637385085816,9.962039456266115,363.61229612750265,112.66448431190558
44264421,EC50,=,0.24,2348.767999999996,-12.44869999999992,34,33,1,1030.729999999999,80,1,0,0,1,0,0,0,64,0.69,-15.800000000000017,59.19013427494525,954.571721088219,3.484297309938289,32.16637385085816,9.962039456266115,363.61229612750265,112.66448431190558
44270618,EC50,=,8.28,2445.884999999996,-12.409799999999926,35,34,2,1059.8299999999992,83,1,1,1,1,1,0,0,66,0.6952380952380952,-16.330000000000013,60.52614036105427,995.1019847903248,2.3809312329897687,32.16637435615836,9.962039394592807,381.355287949177,113.16739988867022
44270618,EC50,=,0.49,2445.884999999996,-12.409799999999926,35,34,2,1059.8299999999992,83,1,1,1,1,1,0,0,66,0.6952380952380952,-16.330000000000013,60.52614036105427,995.1019847903248,2.3809312329897687,32.16637435615836,9.962039394592807,381.355287949177,113.16739988867022
44270578,EC50,=,5.52,2623.057999999994,-6.078899999999907,32,34,6,998.0299999999994,83,3,3,3,2,3,1,0,65,0.6611570247933884,-18.00999999999999,55.633697828418,1078.1898228630778,1.0581158565156612,16.377632567654118,9.96182006637651,362.0310138560127,175.1670762732622
44270578,EC50,=,0.64,2623.057999999994,-6.078899999999907,32,34,6,998.0299999999994,83,3,3,3,2,3,1,0,65,0.6611570247933884,-18.00999999999999,55.633697828418,1078.1898228630778,1.0581158565156612,16.377632567654118,9.96182006637651,362.0310138560127,175.1670762732622
44270652,EC50,=,4.46,2445.884999999996,-12.328299999999937,34,34,2,1065.0299999999993,82,1,1,1,1,1,0,0,66,0.6952380952380952,-16.330000000000013,58.571212305636905,995.1019847903248,2.407014185444384,32.16637435661596,9.962039388801475,381.355287949177,132.5537995404348
44270652,EC50,=,0.19,2445.884999999996,-12.328299999999937,34,34,2,1065.0299999999993,82,1,1,1,1,1,0,0,66,0.6952380952380952,-16.330000000000013,58.571212305636905,995.1019847903248,2.407014185444384,32.16637435661596,9.962039388801475,381.355287949177,132.5537995404348
44270732,EC50,=,4.52,2707.091999999994,-8.57459999999992,33,35,7,1047.4399999999996,80,3,4,4,2,4,1,0,69,0.6504065040650406,-19.229999999999976,54.04821431642584,1109.546615992241,0.9547964877041368,16.378215907745364,9.961820005098804,398.8946330018503,181.23344334172384
44270732,EC50,=,0.61,2707.091999999994,-8.57459999999992,33,35,7,1047.4399999999996,80,3,4,4,2,4,1,0,69,0.6504065040650406,-19.229999999999976,54.04821431642584,1109.546615992241,0.9547964877041368,16.378215907745364,9.961820005098804,398.8946330018503,181.23344334172384
